id,created_at,channel,subject,body,customer_email,first_response_at,resolved_at,satisfaction_score
241893,2026-06-10T22:14:32Z,email,Stuck at the hub,"#VB-36055 has been sitting at the Madison hub for 10 days now. Is it stuck in transit for good, or should I wait it out? If it's gone for good, I'd rather just get a refund. I'm at blake.okafor923@yahoo.com if you need me. I'm reachable at (617) 555-0143 most afternoons.",blake.okafor923@yahoo.com,2026-06-11T00:50:32Z,2026-06-11T08:44:32Z,
241896,2026-06-10T22:16:55Z,email,"First order, no news",First time ordering from you — is there any tracking yet for #VB-74635? The receipt came through but nothing since. It was placed with ava.morales519@proton.me.,ava.morales519@proton.me,2026-06-11T01:24:55Z,2026-06-11T03:34:55Z,1
241902,2026-06-11T08:20:04Z,email,Dispenser issue,"Hi there, The dispenser pump on my Renewal Serum quit after 13 days — presses feel loose, like something is broken inside. #VB-81254. Happy with a replacement or a refund — whichever is faster. Everything's under leah.nguyen452@icloud.com.

Thanks,
Leah",leah.nguyen452@icloud.com,2026-06-11T11:08:04Z,2026-06-11T17:56:04Z,3
241908,2026-06-11T09:17:44Z,email,Wrong address on file,"Hi there, The address on file is wrong — it should be 813 Maple Street, Asheville, not 874 Hawthorn Terrace, Madison. Can you update my address before anything else goes out? The order's under lucy.hayes22@gmail.com. That's order #VB-50421.

Sincerely,
Lucy",lucy.hayes22@gmail.com,2026-06-11T11:55:44Z,2026-06-11T14:11:44Z,5
241910,2026-06-11T09:35:39Z,email,It went out anyway?,"Good morning, You'd moved my Biotin+ Gummies box to June 9, but I just got a dispatch notice. Where is my order now — and can you send tracking? The box is going to 458 Sycamore Way, Raleigh. Everything's under ellie.cole479@yahoo.com. That's order #VB-67413.",ellie.cole479@yahoo.com,2026-06-11T11:03:39Z,2026-06-11T12:05:39Z,
241913,2026-06-11T11:53:34Z,email,Cancel please — #VB-69927,"Please cancel the order if it hasn't left yet — #VB-69927. I'll reorder next month when I'm back home. Otherwise a refund works too. I'm at willa.alvarez513@outlook.com if you need me.

Thanks,
Willa",willa.alvarez513@outlook.com,2026-06-11T18:49:34Z,2026-06-12T04:29:34Z,5
241919,2026-06-11T12:01:31Z,email,Skip didn't save (again),"This is my third message about the same thing — please just pause my Renewal Serum subscription until August and confirm by reply. The order's under yuki.cruz59@hotmail.com.

Regards,
Yuki Cruz",yuki.cruz59@hotmail.com,2026-06-11T15:41:31Z,2026-06-11T21:01:31Z,1
241924,2026-06-11T13:39:23Z,chat,Skip one month?,"Hi there, How do I skip my next box for just one month? I don't want out — just a breather until July. Everything's under riley.bennett158@proton.me.",riley.bennett158@proton.me,2026-06-11T19:25:23Z,2026-06-12T03:57:23Z,
241927,2026-06-11T16:30:29Z,email,"Fine, but where is it","Good afternoon, Since my Marine Collagen Capsules refill went out early anyway, can you send the tracking? #VB-71148. Third message this month about this box. The box is going to 731 Magnolia Boulevard, Ann Arbor. Everything's under layla.brooks366@gmail.com.

Thanks,
Layla",layla.brooks366@gmail.com,2026-06-11T18:06:29Z,2026-06-11T19:12:29Z,
241929,2026-06-11T17:16:10Z,email,Says delivered — it isn't,"It's marked as delivered since Wednesday morning and I've checked everywhere twice. #VB-64619. What now? If it's gone for good, I'd rather just get a refund. I'm at omar.foster788@gmail.com if you need me.

Best,
Omar Foster",omar.foster788@gmail.com,2026-06-11T21:03:10Z,2026-06-12T08:28:10Z,1
241938,2026-06-11T17:43:47Z,email,Cancel please — #VB-84498,"Please cancel the order if it hasn't left yet — #VB-84498. I'll reorder next month when I'm back home. Otherwise a refund works too. It was placed with diego.haddad175@gmail.com.

Regards,
Diego Haddad",diego.haddad175@gmail.com,2026-06-11T20:49:47Z,2026-06-12T00:49:47Z,4
241945,2026-06-11T17:59:58Z,email,Pump pushes air only,"My Renewal Serum pump only pushes out air now — it's stopped dispensing any serum. The bottle is basically full. #VB-22407. Would love a replacement, or a refund failing that. The order's under aurora.kim866@outlook.com.

Cheers,
Aurora",aurora.kim866@outlook.com,2026-06-11T20:57:58Z,2026-06-12T03:59:58Z,
241951,2026-06-11T18:13:42Z,chat,Gift didn't land,"Got the Overnight Repair Mask as a gift and it's not my thing. How do I set up a return? #VB-71977. I'm at 65 Oak Lane, Plano if the label needs it. It was placed with erin.cruz51@proton.me.

Sincerely,
Erin",erin.cruz51@proton.me,2026-06-11T20:21:42Z,2026-06-12T01:37:42Z,2
241956,2026-06-11T18:51:37Z,email,Stacking up,"Loving the Ashwagandha Softgels, but it's stacking up on my shelf. Can we pause the subscription for a cycle? If it bills anyway, I'll be asking for a refund. It was placed with sophia.ramsey17@icloud.com. The order ref is #VB-26694.

Best,
Sophia Ramsey",sophia.ramsey17@icloud.com,2026-06-12T00:15:37Z,2026-06-12T08:03:37Z,
241963,2026-06-11T18:53:44Z,email,Where is my order? — #VB-58901,"I ordered the Rosewater Mist 14 days ago and #VB-58901 still shows just a label. Where is my order? You can reach me at lucy.brooks409@icloud.com.

Thanks,
Lucy",lucy.brooks409@icloud.com,2026-06-11T21:38:44Z,2026-06-11T23:35:44Z,
241966,2026-06-11T19:32:36Z,instagram,Size fix — #VB-27627,"Can I edit my order? I meant to get the bigger size of the Renewal Serum. #VB-27627. You can reach me at emma.silva585@yahoo.com.

Best,
Emma Silva",emma.silva585@yahoo.com,2026-06-12T01:35:36Z,2026-06-12T09:44:36Z,5
241973,2026-06-11T19:39:10Z,chat,Tracking not updating,"The tracking link for #VB-85788 has said the same thing since Friday. Is it actually on the way? I'm at ruby.moreau539@outlook.com if you need me.

Regards,
Ruby Moreau",ruby.moreau539@outlook.com,2026-06-12T01:26:10Z,2026-06-12T05:33:10Z,
241976,2026-06-11T20:59:08Z,email,New address before my next box,"Before my next box goes out, please update my address to 49 Willow Court, Plano — the 683 Birch Road, Madison one is my old place. Everything's under naomi.silva198@outlook.com. My cell is (206) 555-0179. The order ref is #VB-74255.

Cheers,
Naomi",naomi.silva198@outlook.com,2026-06-11T22:10:08Z,2026-06-11T23:11:08Z,1
241977,2026-06-11T21:10:10Z,email,First order code?,"Good morning, Is there a first order code? Saw one mentioned in your newsletter but can't find it anywhere. The order's under priya.cole281@yahoo.com.",priya.cole281@yahoo.com,2026-06-12T00:17:10Z,2026-06-12T02:34:10Z,5
241984,2026-06-11T22:15:24Z,email,Skip my July box,"Good afternoon, Can I skip my July Ashwagandha Softgels box? I still have most of this one left. Everything's under imani.brooks802@icloud.com.

Regards,
Imani Brooks",imani.brooks802@icloud.com,2026-06-12T07:19:24Z,2026-06-12T20:39:24Z,4
241988,2026-06-11T22:20:08Z,email,Order status check,"Good morning, Could I get an order status update on #VB-29092? The site said 3–5 business days and it's been 7. It's headed to 585 Juniper Drive, Denver. The order's under emma.rivera603@gmail.com.",emma.rivera603@gmail.com,2026-06-12T03:41:08Z,2026-06-12T07:26:08Z,
241992,2026-06-12T09:43:23Z,chat,Still waiting,"Good morning, Still waiting for my order — #VB-70533, placed June 3. Any idea when it goes out? The order's under hazel.nowak400@icloud.com.",hazel.nowak400@icloud.com,2026-06-12T12:20:23Z,2026-06-12T14:13:23Z,5
241998,2026-06-12T09:57:19Z,chat,Moving soon,"Moving on the 9th — can you change my address to 555 Cedar Avenue, Providence? Old one: 38 Willow Court, Ann Arbor. Everything's under kevin.holloway983@outlook.com. The order ref is #VB-53329.

Cheers,
Kevin",kevin.holloway983@outlook.com,2026-06-12T13:22:19Z,2026-06-12T16:09:19Z,4
241999,2026-06-12T10:10:21Z,chat,Tracking not updating,"Good morning, The tracking link for #VB-54384 has said the same thing since Tuesday. Is it actually on the way? I'm at daniel.doyle505@yahoo.com if you need me.

Best,
Daniel Doyle",daniel.doyle505@yahoo.com,2026-06-12T14:10:21Z,2026-06-13T00:52:21Z,2
242006,2026-06-12T10:47:45Z,email,Cutting it close — #VB-34585,"When will it arrive? I bought the Ashwagandha Softgels for a trip on the 12th and I'm getting nervous. #VB-34585. It was placed with amara.brooks368@proton.me. My cell is (815) 555-0195.

Thanks,
Amara",amara.brooks368@proton.me,2026-06-12T13:03:45Z,2026-06-12T14:35:45Z,4
242008,2026-06-12T11:25:11Z,email,Lost in the mail? — #VB-50494,"#VB-50494 vanished after the Madison scan 7 days ago. Looks lost in transit. Can you start a trace with the carrier? At this point a refund might be simpler than a reship. Everything's under avery.kim315@gmail.com.

Cheers,
Avery",avery.kim315@gmail.com,2026-06-12T17:30:11Z,2026-06-13T11:31:11Z,
242012,2026-06-12T11:27:46Z,email,Swap for the lighter one,"Would love to exchange my Tinted Mineral SPF for the lighter one — used it once. #VB-85166. I'd prefer a refund over credit, if possible. Pickup would be from 163 Magnolia Boulevard, Savannah. Everything's under bianca.alvarez60@icloud.com.",bianca.alvarez60@icloud.com,2026-06-12T13:53:46Z,2026-06-12T19:45:46Z,4
242014,2026-06-12T12:34:51Z,email,"First order, no news","First time ordering from you — is there any tracking yet for #VB-84804? The receipt came through but nothing since. It should be coming to 436 Dogwood Drive, Boulder. I'm at felix.holloway269@hotmail.com if you need me.

Regards,
Felix Holloway",felix.holloway269@hotmail.com,2026-06-12T20:03:51Z,2026-06-13T01:22:51Z,
242023,2026-06-12T12:49:57Z,sms,Skip didn't save (again),"This is my third message about the same thing — please just pause my Biotin+ Gummies subscription until August and confirm by reply. It was placed with noah.kim202@hotmail.com. For reference: #VB-45030.

Regards,
Noah Kim",noah.kim202@hotmail.com,2026-06-12T19:43:57Z,2026-06-13T05:55:57Z,
242029,2026-06-12T13:27:06Z,sms,Any update?,"Any update on my order #VB-17967? No word since the order went through on June 4. Everything's under daniel.alvarez330@yahoo.com.

Cheers,
Daniel",daniel.alvarez330@yahoo.com,2026-06-12T15:41:06Z,2026-06-12T17:15:06Z,3
242036,2026-06-12T14:10:36Z,chat,Early charge — #VB-45143,"Hi there, My next box wasn't supposed to bill until July and the charge hit today. Can you refund #VB-45143? I've got plenty left. It was bought on a discount, so the math might be odd on your end. I'm at selena.winslow70@hotmail.com if you need me.

Thanks,
Selena",selena.winslow70@hotmail.com,2026-06-12T16:50:36Z,2026-06-12T22:10:36Z,5
242041,2026-06-12T15:11:23Z,email,Following up on my skip,Following up — I asked to skip my June box on the 11th and the dashboard still shows June 15. Did it go through? I'm at stella.dupont64@yahoo.com if you need me.,stella.dupont64@yahoo.com,2026-06-12T23:45:23Z,2026-06-13T12:05:23Z,5
242048,2026-06-12T18:57:58Z,sms,"Same request, take three","Good morning, Writing again because the last change didn't stick. Please push my Biotin+ Gummies subscription to next month and tell me it's done. Everything's under dana.bishop80@outlook.com.",dana.bishop80@outlook.com,2026-06-12T21:14:58Z,2026-06-13T00:33:58Z,3
242053,2026-06-12T19:08:25Z,chat,Didn't work out,"Sadly the Rosewater Mist broke me out. Can I return the rest of the set? #VB-79165. I'd prefer a refund over credit, if possible. It was placed with omar.cole137@gmail.com.

Cheers,
Omar",omar.cole137@gmail.com,2026-06-13T02:38:25Z,2026-06-13T20:38:25Z,5
242055,2026-06-12T20:45:18Z,email,Cancel this month's box,"My next box is queued for tomorrow — please cancel the order (#VB-16679); I still have plenty left. If it's too late, just refund that one instead. Everything's under leah.kim124@hotmail.com. I'm reachable at (206) 555-0182 most afternoons.

Best,
Leah Kim",leah.kim124@hotmail.com,2026-06-12T22:56:18Z,2026-06-13T01:57:18Z,4
242057,2026-06-12T20:56:00Z,email,Shade advice,"Torn between Golden Medium and Light Beige. I tan easily in summer — which shade works better year-round? I'm at rosa.okafor466@hotmail.com if you need me.

Cheers,
Rosa",rosa.okafor466@hotmail.com,2026-06-13T00:18:00Z,2026-06-13T06:56:00Z,
242060,2026-06-12T21:05:56Z,email,Swap for the lighter one,"Hi there, Would love to exchange my Tinted Mineral SPF for the lighter one — used it once. #VB-83725. Everything's under elena.larsen257@gmail.com.

Best,
Elena Larsen",elena.larsen257@gmail.com,2026-06-13T05:12:56Z,2026-06-14T00:35:56Z,
242069,2026-06-12T21:55:33Z,email,Order overdue,"Hasn't arrived yet — I ordered the Barrier Cream June 8 and the estimate said by June 11. #VB-46902. It should be coming to 752 Magnolia Boulevard, Portland. I'm at leah.winslow620@proton.me if you need me.

Best,
Leah Winslow",leah.winslow620@proton.me,2026-06-13T04:27:33Z,2026-06-13T09:07:33Z,
242071,2026-06-13T07:20:31Z,email,Pause for two months,"Hi there, I'm traveling for work — please pause my subscription until August. It was placed with derek.hayes119@yahoo.com. My cell is (718) 555-0182.

Sincerely,
Derek",derek.hayes119@yahoo.com,2026-06-13T12:32:31Z,2026-06-13T20:02:31Z,4
242073,2026-06-13T08:14:41Z,email,It went out anyway? — #VB-63466,"Good morning, You'd moved my Renewal Serum box to June 20, but I just got a dispatch notice. Where is my order now — and can you send tracking? I'm at yuki.cruz59@hotmail.com if you need me. For reference: #VB-63466.

Regards,
Yuki Cruz",yuki.cruz59@hotmail.com,2026-06-13T09:34:41Z,2026-06-13T10:32:41Z,2
242074,2026-06-13T09:21:11Z,chat,Is my package coming? — #VB-83134,"Hi there, Just checking in — where's my order? #VB-83134. The porch has been empty all week 😕 The box is going to 475 Magnolia Boulevard, Raleigh. I'm at sierra.cruz83@yahoo.com if you need me.

Cheers,
Sierra",sierra.cruz83@yahoo.com,2026-06-13T12:55:11Z,2026-06-13T15:27:11Z,1
242082,2026-06-13T09:48:33Z,email,Skip one month?,"How do I skip my next box for just one month? I don't want out — just a breather until July. Fair warning: if a box ships, I'll want a refund on it. Everything's under evelyn.brooks879@hotmail.com.

Cheers,
Evelyn",evelyn.brooks879@hotmail.com,2026-06-13T13:10:33Z,2026-06-13T18:06:33Z,1
242090,2026-06-13T10:50:57Z,email,Skip didn't save (again),"This is my third message about the same thing — please just pause my Marine Collagen Capsules subscription until August and confirm by reply. I'm at imani.brooks802@icloud.com if you need me. The order ref is #VB-84901.

Best,
Imani Brooks",imani.brooks802@icloud.com,2026-06-13T20:05:57Z,2026-06-14T09:50:57Z,5
242096,2026-06-13T11:17:31Z,email,"First order, no news","Hi there, First time ordering from you — is there any tracking yet for #VB-80686? The receipt came through but nothing since. It was placed with layla.kim282@gmail.com.

Thanks,
Layla",layla.kim282@gmail.com,2026-06-13T18:56:31Z,2026-06-14T00:23:31Z,
242099,2026-06-13T11:57:33Z,email,It went out anyway? — #VB-78731,"Good afternoon, You'd moved my Renewal Serum box to June 17, but I just got a dispatch notice. Where is my order now — and can you send tracking? You can reach me at andre.okafor654@gmail.com. My cell is (415) 555-0111. For reference: #VB-78731.

Cheers,
Andre",andre.okafor654@gmail.com,2026-06-13T13:35:33Z,2026-06-13T14:45:33Z,
242102,2026-06-13T12:12:13Z,email,Double billed,"Good morning, My statement shows two charges for one order #VB-13365. I'd like the extra one refunded — happy to send a screenshot. The order's under jordan.morales776@hotmail.com. My cell is (617) 555-0148.

Sincerely,
Jordan",jordan.morales776@hotmail.com,2026-06-13T19:03:13Z,2026-06-14T08:42:13Z,2
242107,2026-06-13T12:13:26Z,facebook,New address before my next box,"Before my next box goes out, please update my address to 949 Oak Lane, Ann Arbor — the 166 Birch Road, Savannah one is my old place. I'm at riley.bennett158@proton.me if you need me. I'm reachable at (415) 555-0176 most afternoons. The order ref is #VB-68703.

Sincerely,
Riley",riley.bennett158@proton.me,2026-06-13T13:47:26Z,2026-06-13T15:13:26Z,
242108,2026-06-13T14:02:17Z,email,Move my date,"Good morning, Could you push my delivery of the Renewal Serum to the 5th? The skip button on my end never saves. Everything's under mia.rhodes282@proton.me.

Cheers,
Mia",mia.rhodes282@proton.me,2026-06-13T17:12:17Z,2026-06-13T21:50:17Z,5
242113,2026-06-13T14:23:02Z,chat,Move my date,Could you push my delivery of the Biotin+ Gummies to the 12th? The skip button on my end never saves. Last time this happened you had to refund me — let's skip that part. You can reach me at harper.mercer957@hotmail.com.,harper.mercer957@hotmail.com,2026-06-13T16:15:02Z,2026-06-13T19:05:02Z,
242118,2026-06-13T14:43:23Z,instagram,"Same request, take three",Writing again because the last change didn't stick. Please push my Ashwagandha Softgels subscription to next month and tell me it's done. Everything's under tara.hayes23@hotmail.com. I'm reachable at (702) 555-0125 most afternoons. That's order #VB-35321.,tara.hayes23@hotmail.com,2026-06-13T16:31:23Z,2026-06-13T19:13:23Z,5
242123,2026-06-13T15:44:32Z,chat,Update my address,"I just moved — please update my address to 357 Alder Place, Portland. The old one on file is 361 Maple Street, Madison. I'm at quinn.whitfield262@hotmail.com if you need me. The order ref is #VB-44253.

Best,
Quinn Whitfield",quinn.whitfield262@hotmail.com,2026-06-13T18:22:32Z,2026-06-13T20:38:32Z,1
242125,2026-06-13T16:50:41Z,email,It went out anyway?,"Good morning, You'd moved my Ashwagandha Softgels box to June 13, but I just got a dispatch notice. Where is my order now — and can you send tracking? It was placed with layla.ramsey387@icloud.com. That's order #VB-54066.

Cheers,
Layla",layla.ramsey387@icloud.com,2026-06-13T18:32:41Z,2026-06-13T19:44:41Z,4
242131,2026-06-13T18:44:23Z,email,Pump quit again,"Hi there, The one you sent last month has quit too — same slow death, fewer drops per press until it's simply not working. Renewal Serum pump, again. #VB-86460. A refund works if replacements are out of the question. Everything's under blake.winslow289@gmail.com.

Best,
Blake Winslow",blake.winslow289@gmail.com,2026-06-13T21:50:23Z,2026-06-14T05:20:23Z,1
242136,2026-06-13T20:43:00Z,email,New address before my next box,"Hi there, Before my next box goes out, please update my address to 294 Magnolia Boulevard, Savannah — the 269 Dogwood Drive, Madison one is my old place. It was placed with sophia.ramsey17@icloud.com. Call or text me at (512) 555-0190 if that's easier. That's order #VB-60200.

Thanks,
Sophia",sophia.ramsey17@icloud.com,2026-06-13T22:10:00Z,2026-06-13T23:25:00Z,5
242139,2026-06-13T22:38:13Z,sms,Says delivered — it isn't,"Good afternoon, It's marked as delivered since Friday morning and I've checked everywhere twice. #VB-15620. What now? At this point a refund might be simpler than a reship. The order's under hana.reed736@icloud.com.

Thanks,
Hana",hana.reed736@icloud.com,2026-06-14T02:37:13Z,2026-06-14T15:02:13Z,4
242144,2026-06-14T09:03:49Z,email,Early charge,"Hi there, My next box wasn't supposed to bill until July and the charge hit today. Can you refund #VB-77175? I've got plenty left. This was with the welcome discount, if that matters. I'm at selena.hayes273@yahoo.com if you need me. Call or text me at (617) 555-0164 if that's easier.

Thanks,
Selena",selena.hayes273@yahoo.com,2026-06-14T10:59:49Z,2026-06-14T21:03:49Z,4
242153,2026-06-14T10:09:52Z,chat,Cancel this month's box,"My next box is queued for tomorrow — please cancel the order (#VB-68716); I still have plenty left. If it helps, it should go to 804 Sycamore Way, Ann Arbor. You can reach me at stella.dupont64@yahoo.com.

Regards,
Stella Dupont",stella.dupont64@yahoo.com,2026-06-14T11:45:52Z,2026-06-14T13:51:52Z,3
242157,2026-06-14T11:23:24Z,chat,Dropper shattered,"The Vitamin C Drops dropper shattered inside the box — glass everywhere, product everywhere. #VB-38429. The order's under miguel.silva339@gmail.com. My cell is (312) 555-0109.

Cheers,
Miguel",miguel.silva339@gmail.com,2026-06-14T18:06:24Z,2026-06-15T10:05:24Z,3
242163,2026-06-14T15:45:35Z,email,"Fine, but where is it","Since my Renewal Serum refill went out early anyway, can you send the tracking? #VB-45907. Third message this month about this box. The order's under sophia.bennett107@gmail.com.

Sincerely,
Sophia",sophia.bennett107@gmail.com,2026-06-14T17:20:35Z,2026-06-14T18:27:35Z,2
242168,2026-06-14T16:14:28Z,email,Pause for two months,"I'm traveling for work — please pause my subscription until August. You can reach me at charlotte.alvarez594@gmail.com. Call or text me at (702) 555-0135 if that's easier. That's order #VB-15528.

Sincerely,
Charlotte",charlotte.alvarez594@gmail.com,2026-06-14T18:59:28Z,2026-06-14T23:02:28Z,5
242177,2026-06-14T19:01:12Z,chat,Cancel this month's box,"Good afternoon, My next box is queued for tomorrow — please cancel the order (#VB-86344); I still have plenty left. If it's too late, just refund that one instead. Everything's under naomi.silva198@outlook.com.

Sincerely,
Naomi",naomi.silva198@outlook.com,2026-06-14T20:13:12Z,2026-06-14T22:01:12Z,1
242183,2026-06-14T19:36:35Z,email,"Same request, take three","Writing again because the last change didn't stick. Please push my Ashwagandha Softgels subscription to next month and tell me it's done. I'm at layla.brooks366@gmail.com if you need me.

Cheers,
Layla",layla.brooks366@gmail.com,2026-06-15T03:43:35Z,2026-06-15T15:42:35Z,5
242189,2026-06-14T22:20:51Z,email,Exchange?,"Can I exchange the Ashwagandha Softgels for the Marine Collagen Capsules? Unopened, still in the wrapper. #VB-41025. You can reach me at evelyn.whitfield973@outlook.com.

Best,
Evelyn Whitfield",evelyn.whitfield973@outlook.com,2026-06-15T09:00:51Z,2026-06-16T10:56:51Z,2
242191,2026-06-15T07:47:32Z,sms,Return request,"I'd like to return the Niacinamide Toner — it's just not agreeing with my skin. #VB-61073. A refund to the original card would be ideal. I'm at 198 Dogwood Drive, Boulder if the label needs it. It was placed with imani.sutton297@outlook.com.

Sincerely,
Imani",imani.sutton297@outlook.com,2026-06-15T15:35:32Z,2026-06-16T10:23:32Z,
242200,2026-06-15T07:54:57Z,email,Where is the box I postponed?,"The box I asked you to push out went out anyway. Where's my order #VB-33679? If it's coming regardless, I'd at least like the tracking link. The order's under derek.hayes119@yahoo.com.",derek.hayes119@yahoo.com,2026-06-15T09:18:57Z,2026-06-15T10:18:57Z,
242204,2026-06-15T09:01:49Z,email,Refill program?,"Hi there, Any plans for refill pouches? I'd happily reuse the glass jars forever. You can reach me at yuki.nowak276@proton.me.

Cheers,
Yuki",yuki.nowak276@proton.me,2026-06-15T18:25:49Z,2026-06-16T20:07:49Z,
242208,2026-06-15T09:48:08Z,email,"First order, no news","Good morning, First time ordering from you — is there any tracking yet for #VB-33420? The receipt came through but nothing since. The order's under andre.ellison538@hotmail.com. My cell is (415) 555-0169.

Thanks,
Andre",andre.ellison538@hotmail.com,2026-06-15T15:40:08Z,2026-06-15T19:48:08Z,5
242213,2026-06-15T11:21:09Z,email,Renewal Serum pump stopped working,"Good morning, About 7 days in, the pump on my Renewal Serum stopped working — it clicks but nothing comes out. #VB-20045. Can I exchange it for a fresh bottle? The order's under selena.doyle277@proton.me.

Thanks,
Selena",selena.doyle277@proton.me,2026-06-15T14:50:09Z,2026-06-15T22:57:09Z,2
242216,2026-06-15T12:29:09Z,email,Order overdue,"Hasn't arrived yet — I ordered the Niacinamide Toner June 14 and the estimate said by June 22. #VB-30672. The order's under andre.brooks967@proton.me. I'm reachable at (303) 555-0138 most afternoons.

Sincerely,
Andre",andre.brooks967@proton.me,2026-06-15T14:18:09Z,2026-06-15T15:35:09Z,
242222,2026-06-15T13:42:45Z,email,Locked out,"I'm locked out of my account — the password reset goes to sierrat28@hotmail.com but I only use sierra.tanaka206@gmail.com now. Can you point it at the right one?

Thanks,
Sierra",sierra.tanaka206@gmail.com,2026-06-15T21:01:45Z,2026-06-16T12:30:45Z,
242225,2026-06-15T15:02:29Z,email,Tracking not updating — #VB-55089,"Good morning, The tracking link for #VB-55089 has said the same thing since Thursday. Is it actually on the way? Everything's under willa.foster723@icloud.com.

Cheers,
Willa",willa.foster723@icloud.com,2026-06-15T23:04:29Z,2026-06-16T04:44:29Z,
242234,2026-06-15T15:03:17Z,email,"Fine, but where is it","Good morning, Since my Biotin+ Gummies refill went out early anyway, can you send the tracking? #VB-14940. Third message this month about this box. It was placed with andre.okafor654@gmail.com.

Regards,
Andre Okafor",andre.okafor654@gmail.com,2026-06-15T16:44:17Z,2026-06-15T17:57:17Z,
242240,2026-06-15T15:53:07Z,chat,Still waiting,"Still waiting for my order — #VB-83172, placed June 3. Any idea when it goes out? Everything's under chloe.mercer673@icloud.com.

Cheers,
Chloe",chloe.mercer673@icloud.com,2026-06-15T20:22:07Z,2026-06-16T04:29:07Z,
242249,2026-06-15T16:34:18Z,email,Skip one month?,"How do I skip my next box for just one month? I don't want out — just a breather until July. Fair warning: if a box ships, I'll want a refund on it. I'm at aurora.hartley953@icloud.com if you need me. The order ref is #VB-41786.

Best,
Aurora Hartley",aurora.hartley953@icloud.com,2026-06-15T22:31:18Z,2026-06-16T07:10:18Z,
242256,2026-06-15T18:02:37Z,email,Cancel this month's box,"Good afternoon, My next box is queued for tomorrow — please cancel the order (#VB-67453); I still have plenty left. Otherwise a refund works too. The order's under leah.kim124@hotmail.com. Call or text me at (213) 555-0116 if that's easier.

Thanks,
Leah",leah.kim124@hotmail.com,2026-06-15T20:23:37Z,2026-06-15T23:50:37Z,3
242262,2026-06-15T19:05:12Z,email,Any update?,"Any update on my order #VB-46776? No word since the order went through on June 2. The box is going to 564 Dogwood Drive, Austin. Everything's under charlotte.winslow882@hotmail.com.

Thanks,
Charlotte",charlotte.winslow882@hotmail.com,2026-06-15T22:03:12Z,2026-06-16T00:11:12Z,
242271,2026-06-15T22:28:42Z,email,Tracking not updating — #VB-46423,"The tracking link for #VB-46423 has said the same thing since Thursday. Is it actually on the way? You can reach me at brooke.chen636@hotmail.com.

Thanks,
Brooke",brooke.chen636@hotmail.com,2026-06-16T05:26:42Z,2026-06-16T10:22:42Z,
242273,2026-06-16T07:34:49Z,email,Discount vanished,"Good morning, The discount showed in my cart yesterday and now it's gone. Haven't placed the order yet — can you reapply it? Still comparing before I buy, but I'd like the numbers right. The order's under bianca.chen940@gmail.com. That's order #VB-61965.

Thanks,
Bianca",bianca.chen940@gmail.com,2026-06-16T10:13:49Z,2026-06-16T12:10:49Z,
242280,2026-06-16T08:49:06Z,chat,I think it's lost — #VB-38267,"No scans on #VB-38267 in 13 days — the carrier says ask the sender. I think it's lost in transit. At this point a refund might be simpler than a reship. The order's under quinn.larsen963@yahoo.com.

Sincerely,
Quinn",quinn.larsen963@yahoo.com,2026-06-16T16:10:06Z,2026-06-17T15:07:06Z,4
242285,2026-06-16T08:59:20Z,email,Retinol question,"Good morning, Is the Niacinamide Toner safe to use with retinol? I alternate nights. I'm at zoe.holloway397@hotmail.com if you need me.

Regards,
Zoe Holloway",zoe.holloway397@hotmail.com,2026-06-16T13:36:20Z,2026-06-16T22:41:20Z,5
242288,2026-06-16T10:00:17Z,email,Early charge — #VB-68847,My next box wasn't supposed to bill until July and the charge hit today. Can you refund #VB-68847? I've got plenty left. Everything's under noah.kim202@hotmail.com.,noah.kim202@hotmail.com,2026-06-16T12:25:17Z,2026-06-16T17:18:17Z,4
242294,2026-06-16T10:02:22Z,sms,Move my date,"Could you push my delivery of the Renewal Serum to the 9th? The skip button on my end never saves. It was placed with tara.holloway861@gmail.com. For reference: #VB-44542.

Regards,
Tara Holloway",tara.holloway861@gmail.com,2026-06-16T16:22:22Z,2026-06-17T01:38:22Z,
242298,2026-06-16T10:21:53Z,email,Locked out before my box date,"I've been locked out and can't log in to move my next box date. The reset goes to charlottea43@outlook.com instead of charlotte.alvarez594@gmail.com.

Best,
Charlotte Alvarez",charlotte.alvarez594@gmail.com,2026-06-16T12:18:53Z,2026-06-17T01:51:53Z,2
242300,2026-06-16T11:56:10Z,chat,Still not paused,"Good morning, Second time writing about this: the subscription still isn't paused. Can someone confirm it this time? It was placed with dana.bishop80@outlook.com.

Regards,
Dana Bishop",dana.bishop80@outlook.com,2026-06-16T14:20:10Z,2026-06-16T17:50:10Z,4
242305,2026-06-16T12:04:18Z,chat,Cutting it close,When will it arrive? I bought the Vitamin C Drops for a trip on the 15th and I'm getting nervous. #VB-65537. The order's under willa.brooks484@gmail.com.,willa.brooks484@gmail.com,2026-06-16T19:14:18Z,2026-06-17T00:16:18Z,5
242309,2026-06-16T12:22:12Z,email,Gift didn't land,"Hi there, Got the Ashwagandha Softgels as a gift and it's not my thing. How do I set up a return? #VB-71118. A refund to the original card would be ideal. It was placed with tara.kim620@yahoo.com.

Cheers,
Tara",tara.kim620@yahoo.com,2026-06-16T16:07:12Z,2026-06-17T00:58:12Z,4
